title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Libre échange,22 décembre 2010,Comédie dramatique,1h 20min,Serge Gisquière,Serge Gisquière,"Carole Bouquet, Julie Depardieu, Serge Gisquière",None,France,ARP Sélection,Box Office France,"['22 au 29 décembre 2010', '29 décembre 2010 au 5 janvier 2011']",54 713,25 948,"1,5",--,352973
You Kill Me,25 juillet 2007,"Comédie, Policier",1h 30min,John Dahl,"Christopher Markus, Stephen McFeely","Ben Kingsley, Tea Leoni, Luke Wilson",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['25 juillet au 1 août 2007', '22 au 25 juin 2007']",24 653,None,"3,2","2,4",46259
Maternal,7 octobre 2020,Drame,1h 31min,Maura Delpero,Maura Delpero,"Lidiya Liberman, Denise Carrizo, Agustina Malale",None,Italie,Memento Distribution,Box Office France,"['07 au 14 octobre 2020', '14 au 21 octobre 2020']",13 042,7 190,"3,7","3,5",175683
Luzzu,5 janvier 2022,Drame,1h 34min,Alex Camilleri,Alex Camilleri,"Jesmark Scicluna, Michela Farrugia, David Scicluna",None,Malte,Epicentre Films,Box Office France,"['04 au 11 mars 2020', '05 au 12 janvier 2022']",50,2 337,"3,1","3,4",79337
Diários de Otsoga,14 juillet 2021,"Comédie, Drame",1h 38min,Miguel Gomes,"Maureen Fazendeiro, Mariana Ricardo, Maureen Fazendeiro","Crista Alfaiate, Carloto Cotta, João Nunes Monteiro",None,Portugal,Shellac,Box Office France,"['14 au 21 juillet 2021', '21 au 28 juillet 2021']",2 687,1 033,"3,2","2,2",105045
The Matador,16 novembre 2005,Comédie,1h 40min,Richard Shepard,Richard Shepard,"Pierce Brosnan, Greg Kinnear, Hope Davis",None,U.S.A.,SND,Box Office France,"['16 au 23 novembre 2005', '27 au 30 janvier 2006']",48 454,None,"2,8","2,4",47951
Fièvres,29 octobre 2014,Drame,1h 30min,Hicham Ayouch,"Hicham Ayouch, Aïcha Haroun Yacoubi","Didier Michon, Slimane Dazi, Farida Amrouche",None,France,La Vingt-Cinquième Heure,Box Office France,"['29 octobre au 5 novembre 2014', '05 au 12 novembre 2014']",610,225,"2,8","3,7",30052
Hross i oss,23 juillet 2014,"Comédie dramatique, Romance",1h 21min,Benedikt Erlingsson,Benedikt Erlingsson,"Ingvar Sigurðsson, Charlotte Bøving, Helgi Björnsson",None,Islande,Bodega Films,Box Office France,"['16 au 23 juillet 2014', '23 au 30 juillet 2014']",938,4 681,"3,1","3,0",144668
L'Antiquaire,18 mars 2015,Thriller,1h 33min,François Margolin,"Jean-Claude Grumberg, François Margolin","Anna Sigalevitch, Michel Bouquet, Robert Hirsch",None,France,Margo Cinema,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",12 251,5 200,"2,6","3,1",176302
Mon colonel,15 novembre 2006,"Guerre, Drame",1h 51min,Laurent Herbiet,Jean-Claude Grumberg,"Olivier Gourmet, Robinson Stévenin, Cécile de France",None,France,Pathé,Box Office France,['15 au 22 novembre 2006'],26 436,None,"3,0","2,7",7479
Yema,28 août 2013,Drame,1h 31min,Djamila Sahraoui,Djamila Sahraoui,"Djamila Sahraoui, Samir Yahia, Ali Zarif",None,Algérie,Aramis Films,Box Office France,"['28 août au 4 septembre 2013', '04 au 11 septembre 2013']",5 574,2 632,"3,7","3,3",16769
V Tumane,30 janvier 2013,Drame,2h 10min,Sergei Loznitsa,Sergei Loznitsa,"Vladimir Svirskiy, Vladislav Abashin, Sergey Kolesov",None,Russie,ARP Sélection,Box Office France,"['30 janvier au 6 février 2013', '06 au 13 février 2013']",5 574,3 307,"4,0","2,9",92727
Let's Go to Prison,None,Comédie,1h 30min,Bob Odenkirk,"Robert Ben Garant, Thomas Lennon","Dylan Baker, David Darlow, Will Arnett",None,U.S.A.,,Box Office US,"['17 au 20 novembre 2006', '24 au 27 novembre 2006']",2 220 050,972 410,"2,6",--,37468
Soleils,10 mai 2017,Drame,1h 36min,Olivier Delahaye,"Dani Kouyaté, Olivier Delahaye","Binda Ngazolo, Nina Melo,  Rufus",None,France,Odelion,Box Office France,"['10 au 17 mai 2017', '17 au 24 mai 2017']",166,54,"4,0",--,4467
Il Gioiellino,28 décembre 2011,Drame,1h 50min,Andrea Molaioli,"Ludovica Rampoldi, Gabriele Romagnoli","Toni Servillo, Remo Girone, Sarah Felberbaum",None,France,Bellissima Films,Box Office France,"['28 décembre 2011 au 4 janvier 2012', '04 au 11 janvier 2012']",7 152,1 433,"2,7","2,8",43660
Gianni e le donne,1 juin 2011,"Comédie, Drame",1h 30min,Gianni Di Gregorio,"Gianni Di Gregorio, Valerio Attanasio","Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata",None,Italie,Pyramide Distribution,Box Office France,"['01 au 8 juin 2011', '08 au 15 juin 2011']",40 589,25 487,"3,3","2,5",148965
Le Roman de ma femme,2 mars 2011,Drame,1h 40min,Djamshed Usmonov,Djamshed Usmonov,"Léa Seydoux, Olivier Gourmet, Gilles Cohen",None,France,Ad Vitam,Box Office France,"['02 au 9 mars 2011', '09 au 16 mars 2011']",3 403,1 090,"2,6","2,1",67075
Elefante Blanco,20 février 2013,Drame,1h 45min,Pablo Trapero,"Pablo Trapero, Alejandro Fadel","Ricardo Darín, Jérémie Renier, Martina Gusmán",None,Argentine,Ad Vitam,Box Office France,"['20 au 27 février 2013', '27 février au 6 mars 2013']",20 308,10 642,"2,8","3,2",157691
Laavor et Hakir,27 décembre 2017,"Comédie, Romance",1h 50min,Rama Burshtein-Shay,Rama Burshtein-Shay,"Noa Koler, Amos Tamam, Oz Zehavi",None,Israël,Mag Distribution,Box Office France,"['27 décembre 2017 au 3 janvier 2018', '03 au 10 janvier 2018']",7 669,4 291,"3,1","3,7",139507
Amreeka,17 juin 2009,Drame,1h 36min,Cherien Dabis,Cherien Dabis,"Nisreen Faour, Hiam Abbass, Melkar Muallem",None,U.S.A.,Memento Distribution,Box Office France,"['17 au 24 juin 2009', '24 juin au 1 juillet 2009']",52 011,39 958,"3,6","3,7",133152
Holy Rollers,16 février 2011,Comédie dramatique,1h 29min,Kevin Asch,Antonio Macia,"Jesse Eisenberg, Justin Bartha, Ari Graynor",None,U.S.A.,Pyramide Distribution,Box Office France,"['16 au 23 février 2011', '23 février au 2 mars 2011']",38 272,18 820,"3,1","2,5",372913
Daphne,None,Drame,1h 33min,Peter Mackie Burns,Nico Mensinga,"Emily Beecham, Geraldine James, Tom Vaughan-Lawlor",None,Grande-Bretagne,Paname Distribution,Box Office France,"['02 au 9 mai 2018', '09 au 16 mai 2018']",5 403,3 043,"3,4","3,1",38209
The Face of Love,16 juillet 2014,"Drame, Romance",1h 32min,Arie Posin,"Matthew McDuffie, Arie Posin","Annette Bening, Ed Harris, Robin Williams",None,U.S.A.,Chrysalis Films,Box Office France,"['16 au 23 juillet 2014', '23 au 30 juillet 2014']",12 046,2 387,"2,7","3,0",114673
Kabuli Kid,29 avril 2009,Drame,1h 37min,Barmak Akram,Barmak Akram,"Hadji Gul, Valéry Schatz, Amélie Glenn",None,France,Equation,Box Office France,"['29 avril au 6 mai 2009', '06 au 13 mai 2009']",3 718,2 765,"3,6","3,4",24370
Rabia,2 juin 2010,Thriller,1h 35min,Sebastián Cordero,Sebastián Cordero,"Gustavo Sánchez Parra, Martina García, Icíar Bollaín",None,Espagne,Haut et Court,Box Office France,"['02 au 9 juin 2010', '09 au 16 juin 2010']",14 940,9 213,"3,4","2,9",111677
Porte de Vincennes,2 mars 2022,Drame,1h 20min,Claude Chamis,"Claude Chamis, Sylvain Maugens","Pablo Alarson, Laura Ketels, Franck Zerbib",None,France,Cinéma Saint-André des Arts,Box Office France,"['02 au 9 mars 2022', '09 au 16 mars 2022']",61,65,"3,1",--,4827
Person to Person,16 mai 2018,"Comédie, Drame",1h 25min,Dustin Guy Defa,Dustin Guy Defa,"Abbi Jacobson, Michael Cera, Philip Baker Hall",None,U.S.A.,UFO Distribution,Box Office France,"['16 au 23 mai 2018', '23 au 30 mai 2018']",9 526,5 210,"3,3","2,7",113998
Just Getting Started,None,"Comédie, Action",1h 33min,Ron Shelton,Ron Shelton,"Morgan Freeman, Tommy Lee Jones, Rene Russo",None,U.S.A.,,Box Office US,['08 au 11 décembre 2017'],3 201 459,None,"1,9",--,26052
Vénéneuses,15 mars 2017,,None,Jean-Pierre Mocky,Jean-Pierre Mocky,"Jean-Pierre Mocky, Richard Bohringer, Florian Hessique",None,France,85 entrées,Box Office France,['15 au 22 mars 2017'],85,None,"3,0",--,None
Change-moi ma vie,28 novembre 2001,Drame,1h 41min,Liria Begeja,"Liria Begeja, François-Olivier Rousseau","Fanny Ardant, Roschdy Zem, Sami Bouajila",None,France,Pan Européenne Edition,Box Office France,['28 novembre au 5 décembre 2001'],44 610,None,"2,8","3,2",4440
Heli,9 avril 2014,Drame,1h 45min,Amat Escalante,"Amat Escalante, Gabriel Reyes","Armando Espitia, Andrea Vergara, Juan Eduardo Palacios",Interdit aux moins de 16 ans,Mexique,Le Pacte,Box Office France,"['09 au 16 avril 2014', '16 au 23 avril 2014']",3 767,1 510,"2,9","3,1",229279
Grzeli nateli dgeebi,27 novembre 2013,Drame,1h 42min,Nana Ekvtimishvili,"Simon Groß, Nana Ekvtimishvili","Lika Babluani, Mariam Bokeria, Data Zakareishvili",None,Géorgie,Arizona Distribution,Box Office France,"['27 novembre au 4 décembre 2013', '04 au 11 décembre 2013']",2 944,664,"3,4","3,8",10245
Tu honoreras ta mère et ta mère,6 février 2013,Comédie,1h 32min,Brigitte Roüan,"Brigitte Roüan, Jean-François Goyet","Nicole Garcia, Eric Caravaca, Patrick Mille",None,France,Ad Vitam,Box Office France,"['06 au 13 février 2013', '13 au 20 février 2013']",22 529,10 744,"2,9","1,9",89859
Le Prochain Film,21 août 2013,Comédie,1h 20min,René Féret,René Féret,"Frédéric Pierrot, Sabrina Seyvecou, Antoine Chappey",None,France,JML Distribution,Box Office France,"['21 au 28 août 2013', '28 août au 4 septembre 2013']",9 018,2 899,"3,2","2,0",31343
Making Of,28 octobre 2009,Drame,2h 00min,Nouri Bouzid,Nouri Bouzid,"Lotfi Abdelli, Afef Ben Mahmoud, Fatima Ben Saïdane",None,Tunisie,Les Films de l'Atalante,Box Office France,"['28 octobre au 4 novembre 2009', '04 au 11 novembre 2009']",656,152,"3,0","3,6",None
The Ringer,26 juillet 2006,Comédie,1h 34min,Barry W. Blaustein,Ricky Blitt,"Johnny Knoxville, Brian Cox, Katherine Heigl",None,U.S.A.,Twentieth Century Fox France,Box Office US,"['23 au 26 décembre 2005', '30 décembre au 2 janvier 2006']",5 275 000,6 125 000,"2,7","2,6",27041
En terrains connus,29 février 2012,Drame,1h 29min,Stéphane Lafleur,Stéphane Lafleur,"Fanny Mallette, Francis La Haye, Sylvain Marcel",None,Canada,Contre-Allée Distribution,Box Office France,"['29 février au 7 mars 2012', '07 au 14 mars 2012']",753,198,"3,1","2,6",11936
Or,1 décembre 2004,"Drame, Romance",1h 40min,Keren Yedaya,"Keren Yedaya, Sari Ezouz","Dana Ivgy, Ronit Elkabetz, Meshar Cohen",Interdit aux moins de 12 ans,Israël,Rezo Films,Box Office France,['01 au 8 décembre 2004'],21 023,None,"3,9","3,6",25112
The Powerpuff Girls,28 août 2002,"Animation, Action, Aventure",1h 19min,Craig McCracken,"Charlie Bean, Lauren Faust","Cathy Cavadini, Tara Strong, Elizabeth Daily",None,U.S.A.,Warner Bros. France,Box Office US,['05 au 8 juillet 2002'],3 583 114,None,"3,3","3,0",3218
I Used To Be Darker,25 décembre 2013,"Drame, Musical",1h 30min,Matthew Porterfield,"Matthew Porterfield, Amy Belk","Deragh Campbell, Hannah Gross, Kim Taylor",None,U.S.A.,Ed Distribution,Box Office France,"['25 décembre 2013 au 1 janvier 2014', '01 au 8 janvier 2014']",1 600,694,"3,4","2,5",58477
Piglet's Big Movie,22 octobre 2003,"Animation, Aventure, Famille",1h 15min,Francis Glebas,Brian Hohlfeld,"John Fiedler, Jim Cummings, Ken Sansom",à partir de 3 ans (children's film),U.S.A.,546 260 entrées,Box Office France,"['22 au 29 octobre 2003', '29 octobre au 5 novembre 2003']",289 942,256 318,"3,2","2,5",4923
The Wash,None,Comédie,1h 36min,D.J. Pooh, D.J. Pooh," Dr. Dre, Snoop Dogg,  D.J. Pooh",None,U.S.A.,,Box Office US,['16 au 19 novembre 2001'],3 000 000,None,"2,0",--,None
A Better Life,None,Drame,1h 38min,Chris Weitz,"Eric Eason, Roger Simon","Demian Bichir, Eddie 'Piolin' Sotelo, Joaquín Cosío",None,U.S.A.,4 nominations,Box Office US,['08 au 11 juillet 2011'],314 000,None,"3,7",--,4412
Edison,10 mai 2006,"Policier, Action, Drame, Thriller",1h 35min,David J. Burke,David J. Burke,"Justin Timberlake, Kevin Spacey, Morgan Freeman",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['10 au 17 mai 2006', '17 au 24 mai 2006']",49 967,21 622,"1,5","1,8",85041
The Door in the Floor,None,"Drame, Comédie",1h 51min,Tod Williams,Tod Williams,"Jeff Bridges, Kim Basinger, Jon Foster",None,U.S.A.,,Box Office US,['23 au 26 juillet 2004'],571 825,None,"2,7",--,None
Plan B,28 juillet 2010,Comédie dramatique,1h 43min,Marco Berger,Marco Berger,"Manuel Vignau, Lucas Ferraro, Mercedes Quinteros",None,Argentine,Happiness,Box Office France,"['28 juillet au 4 août 2010', '04 au 11 août 2010']",3 631,2 396,"3,0","3,2",45083
La Pièce manquante,19 mars 2014,Drame,1h 25min,Nicolas Birkenstock,"Carl Lionnet, Nicolas Birkenstock","Philippe Torreton, Lola Dueñas, Armande Boulanger",None,France,Premium Films,Box Office France,"['19 au 26 mars 2014', '26 mars au 2 avril 2014']",6 084,2 216,"3,3","3,5",218831
Mateo Falcone,26 novembre 2014,Drame,1h 05min,Eric Vuillard,Eric Vuillard,"Hugo de Lipowski, Hiam Abbass, Patrick Le Mauff","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Aloest Distribution,Box Office France,"['03 au 10 décembre 2014', '10 au 17 décembre 2014']",114,26,"3,4","2,9",10707
Ze Film,23 février 2005,Comédie,1h 45min,Guy Jacques,"Guy Jacques, Emmanuel List","Clément Sibony, Dan Herzberg, Micky El Mazroui",None,France,EuropaCorp Distribution,Box Office France,['23 février au 2 mars 2005'],93 095,None,"3,3","1,6",94243
American Hero,8 juin 2016,"Comédie, Fantastique",1h 26min,Nick Love,Nick Love,"Stephen Dorff, Eddie Griffin, Luis Da Silva Jr.",None,U.S.A.,Chrysalis Films,Box Office France,"['08 au 15 juin 2016', '15 au 22 juin 2016']",4 327,1 674,"3,1","2,2",181954
Les Conquérants,25 septembre 2013,Comédie,1h 36min,Xabi Molia,Xabi Molia,"Mathieu Demy, Denis Podalydès, Christian Crahay",None,France,Pyramide Distribution,Box Office France,"['25 septembre au 2 octobre 2013', '02 au 9 octobre 2013']",12 499,5 082,"3,3","2,5",47364
L'Oeil du Cyclone,22 novembre 2017,Drame,1h 44min,Sékou Traoré,"Luis Marques, Christophe Lemoine (II)","Maïmouna N'Diaye, Fargass Assandé, Abidine Dioari",None,France,Destiny Films,Box Office France,"['22 au 29 novembre 2017', '29 novembre au 6 décembre 2017']",144,40,"2,9","3,5",158628
L'Indomptée,15 février 2017,Drame,1h 38min,Caroline Deruas,"Caroline Deruas, Maud Ameline","Clotilde Hesme, Jenna Thiam, Tchéky Karyo",None,France,Les Films du Losange,Box Office France,"['15 au 22 février 2017', '22 février au 1 mars 2017']",3 868,1 019,"2,5","2,3",109249
Anime Nere,1 octobre 2014,Drame,1h 43min,Francesco Munzi,"Francesco Munzi, Fabrizio Ruggirello","Marco Leonardi, Peppino Mazzotta, Fabrizio Ferracane",None,Italie,Bellissima Films,Box Office France,"['01 au 8 octobre 2014', '08 au 15 octobre 2014']",4 719,2 204,"3,2","2,8",189153
Menashe,25 octobre 2017,Drame,1h 22min,Joshua Z. Weinstein,"Joshua Z. Weinstein, Alex Lipschultz","Menashe Lustig, Ruben Niborski, Yoel Weisshaus",None,U.S.A.,Dulac Distribution,Box Office France,"['25 octobre au 1 novembre 2017', '01 au 8 novembre 2017']",19 162,11 680,"3,5","3,2",137993
11·25 jiketsu no hi: Mishima Yukio to wakamono-tachi,27 novembre 2013,"Biopic, Drame",1h 59min,Koji Wakamatsu,"Masayuki Kakegawa, Koji Wakamatsu"," Arata, Shinnosuke Mitsushima, Shinobu Terajima",None,Japon,Dissidenz Films,Box Office France,"['27 novembre au 4 décembre 2013', '04 au 11 décembre 2013']",732,319,"3,1","2,5",4038
Rue Mandar,23 janvier 2013,Comédie,1h 35min,Idit Cebula,"Idit Cebula, Emmanuelle Michelet","Sandrine Kiberlain, Richard Berry, Emmanuelle Devos",None,France,Wild Bunch Distribution,Box Office France,"['23 au 30 janvier 2013', '30 janvier au 6 février 2013']",83 954,32 591,"3,3","2,0",344688
Show Dogs,None,"Comédie, Aventure",1h 32min,Raja Gosnell,Max Botkin,"Will Arnett,  Ludacris, Natasha Lyonne",None,U.S.A.,1 nomination,Box Office US,"['18 au 21 mai 2018', '25 au 28 mai 2018']",6 023 972,3 267 165,"2,2",--,None
Wanderlust,11 janvier 2017,Drame,0h 58min,Enguerrand Jouvin,Lou Occelli,"Amélie Paulmier, Gary Guénaire, Florian Bresler",None,France,Cinéma Saint-André des Arts,Box Office France,"['11 au 18 janvier 2017', '18 au 25 janvier 2017']",85,37,"3,2",--,12514
Halt auf freier Strecke,4 avril 2012,Drame,1h 50min,Andreas Dresen,"Andreas Dresen, Cooky Ziesche","Steffi Kühnert, Milan Peschel, Talisa Lilly Lemke",None,Allemagne,Dulac Distribution,Box Office France,"['04 au 11 avril 2012', '11 au 18 avril 2012']",3 540,1 707,"3,4","3,5",220901
Ha-shoter,28 mars 2012,Drame,1h 45min,Nadav Lapid,Nadav Lapid,"Yiftach Klein, Yaara Pelzig, Michael Moshonov",None,Israël,Bodega Films,Box Office France,"['28 mars au 4 avril 2012', '04 au 11 avril 2012']",9 381,7 386,"3,7","3,0",162944
Monsoon Wedding,12 décembre 2001,"Comédie dramatique, Romance",1h 54min,Mira Nair,Sabrina Dhawan,"Naseeruddin Shah, Lillete Dubey, Shefali Shetty",None,U.S.A.,Océan Films,Box Office France,['12 au 19 décembre 2001'],28 366,None,"3,3","3,7",5374
Bangkok Nites,15 novembre 2017,Drame,3h 03min,Katsuya Tomita,"Toranosuke Aizawa, Katsuya Tomita","Subenja Pongkorn, Sunun Phuwiset, Hitoshi Itô",None,Japon,Survivance,Box Office France,"['15 au 22 novembre 2017', '22 au 29 novembre 2017']",1 753,950,"3,9","3,7",18200
Solan og Ludvig - Jul i Flåklypa,26 novembre 2014,"Animation, Famille",1h 16min,Rasmus A. Sivertsen,Karsten Fullu,"Pascal Racan, Trond Braenne, Olivier Cuvellier",à partir de 6 ans (children's film),Norvège,Les Films du Préau,Box Office France,"['26 novembre au 3 décembre 2014', '03 au 10 décembre 2014']",7 624,15 041,"3,3","3,4",70474
Anina,30 septembre 2015,"Animation, Aventure, Famille",1h 20min,Alfredo Soderguit,"Alfredo Soderguit, Julián Goyoaga","Federica Lacaño, Guillermina Pardo, Lucía Parrilla",à partir de 6 ans (children's film),Uruguay,Septième Factory,Box Office France,"['23 au 30 septembre 2015', '30 septembre au 7 octobre 2015']",500,4 144,"3,6","3,2",260407
Dasatskisi,1 décembre 2021,Drame,2h 05min,Dea Kulumbegashvili,"Dea Kulumbegashvili, Rati Oneli","Ia Sukhitashvili, Kakha Kintsurashvili, Rati Oneli","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Géorgie,Why Not Productions,Box Office France,"['01 au 8 décembre 2021', '08 au 15 décembre 2021']",180,63,"3,5","2,5",1727
Rue des Cités,5 juin 2013,Drame,1h 08min,Carine May,"Hakim Zouhani, Carine May, Hakim Zouhani","Tarek Aggoun, Mourad Boudaoud, Presylia Alves",None,France,Zelig Films Distribution,Box Office France,"['05 au 12 juin 2013', '12 au 19 juin 2013']",1 972,353,"3,1","3,9",13698
Va savoir,10 octobre 2001,"Comédie dramatique, Romance, Judiciaire",3h 40min,Jacques Rivette,"Pascal Bonitzer, Christine Laurent","Catherine Rouvel, Claude Berri, Attilio Cucari",None,France,Les Films du Losange,Box Office France,"['10 au 17 octobre 2001', '17 au 24 octobre 2001']",83 347,73 096,"4,5","3,6",3825
Erom,23 septembre 2020,Drame,2h 00min,Yaron Shani,Yaron Shani,"Laliv Sivan, Bar Gottfried, Elad Shniderman",Interdit aux moins de 12 ans,Israël,Art House,Box Office France,"['23 au 30 septembre 2020', '30 septembre au 7 octobre 2020']",2 297,623,"3,2","3,7",12848
Henry Poole Is Here,None,"Comédie dramatique, Comédie, Drame",1h 40min,Mark Pellington,Albert Torres,"Luke Wilson, Radha Mitchell, Adriana Barraza",None,U.S.A.,,Box Office US,['15 au 18 août 2008'],805 219,None,"2,7",--,None
Las Herederas,28 novembre 2018,Drame,1h 38min,Marcelo Martinessi,Marcelo Martinessi,"Ana Brun, Margarita Irún, Ana Ivanova",None,Paraguay,Rouge Distribution,Box Office France,"['28 novembre au 5 décembre 2018', '05 au 12 décembre 2018']",8 512,3 888,"3,5","2,7",23521
Menina,20 décembre 2017,Drame,1h 37min,Cristina Pinheiro,"Cristina Pinheiro, Laura Piani","Naomi Biton, Nuno Lopes, Beatriz Batarda",None,France,Urban Distribution,Box Office France,"['20 au 27 décembre 2017', '27 décembre 2017 au 3 janvier 2018']",1 477,1 076,"3,1","3,5",77740
"Bedoune Tarikh, Bedoune Emza",21 février 2018,Drame,1h 43min,Vahid Jalilvand,"Ali Zarnegar, Vahid Jalilvand","Navid Mohammadzadeh, Amir Aghaee, Zakieh Behbahani",None,Iran,Damned Distribution,Box Office France,"['21 au 28 février 2018', '28 février au 7 mars 2018']",5 681,2 815,"3,2","3,6",138795
Les Femmes du pavillon J,11 mai 2022,Drame,1h 37min,Mohamed Nadif,"Mohamed Nadif, Assma El Hadrami","Assma El Hadrami, Jalila Talemsi, Imane Elmechrafi",None,Maroc,Les Films des Deux Rives,Box Office France,"['11 au 18 mai 2022', '18 au 25 mai 2022']",176,52,"2,4","3,4",2888
Night Comes On,13 février 2019,Drame,1h 27min,Jordana Spiro,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Max Casella",None,U.S.A.,Condor Distribution,Box Office France,"['13 au 20 février 2019', '20 au 27 février 2019']",1 697,513,"3,3","3,3",218874
Sweet Thing,21 juillet 2021,"Drame, Comédie",1h 31min,Alexandre Rockwell,Alexandre Rockwell,"Will Patton, Karyn Parsons, Lana Rockwell",None,U.S.A.,Urban Distribution,Box Office France,"['21 au 28 juillet 2021', '28 juillet au 4 août 2021']",2 213,382,"3,3","3,8",59976
Our Family Wedding,5 janvier 2011,"Comédie, Romance",1h 43min,Rick Famuyiwa,"Rick Famuyiwa, Malcolm Spellman","America Ferrera, Lance Gross, Forest Whitaker",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['05 au 12 janvier 2011', '12 au 19 janvier 2011']",1 398,152,"1,7","2,5",9148
Terra,None,"Animation, Science fiction",1h 25min,Aristomenis Tsirbas,"Evan Spiliotopoulos, Aristomenis Tsirbas","Luke Wilson, Rosanna Arquette, Amanda Peet",None,U.S.A.,,Box Office US,['01 au 4 mai 2009'],1 082 362,None,"3,2",--,None
Snezhnaya koroleva. Zazerkale,17 avril 2019,"Animation, Famille, Aventure",1h 26min,Robert Lence,"Aleksey Tsitsilin, Andrey Korenkov, Aleksey Tsitsilin","Vladimir Zaitsev, Olga Zubkova, Vsevolod Kuznetsov",à partir de 6 ans (children's film),Russie,Alba Films,Box Office France,"['17 au 24 avril 2019', '24 avril au 1 mai 2019']",23 466,24 653,"2,5","2,3",286849
Hua Li Shang Ban Zu,9 août 2017,"Comédie, Comédie musicale, Romance",1h 59min,Johnnie To,"Sylvia Chang, Wai Ka-Fai"," Chow Yun-Fat, Sylvia Chang, Eason Chan",None,Hong-Kong,Carlotta Films,Box Office France,"['09 au 16 août 2017', '16 au 23 août 2017']",1 899,761,"3,1","2,6",123056
Kinatay,18 novembre 2009,Thriller,1h 50min,Brillante Mendoza,Armando Lao,"Coco Martin, Julio Diaz, Mercedes Cabral",Interdit aux moins de 16 ans,Philippines,Equation,Box Office France,"['18 au 25 novembre 2009', '25 novembre au 2 décembre 2009']",4 591,2 130,"3,7","2,1",93802
Imagine,23 octobre 2013,"Comédie dramatique, Drame",1h 45min,Andrzej Jakimowski,Andrzej Jakimowski,"Edward Hogg, Alexandra Maria Lara, Melchior Derouet",None,France,KMBO,Box Office France,"['23 au 30 octobre 2013', '30 octobre au 6 novembre 2013']",2 626,871,"3,3","4,0",124649
Miral,15 septembre 2010,"Drame, Historique",1h 52min,Julian Schnabel,Rula Jebreal,"Freida Pinto, Hiam Abbass, Willem Dafoe",None,France,Pathé,Box Office France,"['15 au 22 septembre 2010', '22 au 29 septembre 2010']",22 348,10 383,"1,7","3,0",373171
Un monde à nous,16 juillet 2008,Drame,1h 31min,Frédéric Balekdjian,"Frédéric Balekdjian, Fabien Vehlmann","Edouard Baer, Anton Balekdjian, Philippe Lefebvre",None,France,Mars Films,Box Office France,['16 au 23 juillet 2008'],15 957,None,"3,3","3,1",89249
Les âmes de papier,25 décembre 2013,"Comédie, Fantastique",1h 30min,Vincent Lannoo,François Uzan,"Stéphane Guillon, Julie Gayet, Jonathan Zaccaï",None,France,Rezo Films,Box Office France,"['25 décembre 2013 au 1 janvier 2014', '01 au 8 janvier 2014']",5 351,281,"2,6","2,1",139162
Post Grad,7 juillet 2010,"Comédie, Romance",1h 29min,Vicky Jenson,Kelly Fremon Craig,"Alexis Bledel, Zach Gilford, Rodrigo Santoro",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['07 au 14 juillet 2010', '21 au 24 août 2009']",606,None,"2,0","2,1",13749
Jinpa,19 février 2020,Drame,1h 26min,Pema Tseden,Pema Tseden," Jinpa, Genden Phuntsok, Sonam Wangmo",None,Chine,Ed Distribution,Box Office France,"['19 au 26 février 2020', '26 février au 4 mars 2020']",2 703,3 529,"3,3","3,3",12986
Running With Scissors,None,Comédie dramatique,2h 01min,Ryan Murphy,Ryan Murphy,"Joseph Cross, Annette Bening, Gwyneth Paltrow",None,U.S.A.,Gaumont Columbia Tristar Films,Box Office US,"['27 au 30 octobre 2006', '03 au 6 novembre 2006']",2 531 760,1 650 000,"2,9",--,12819
Comme une étoile dans la nuit,3 décembre 2008,"Drame, Comédie dramatique, Romance",1h 30min,René Féret,René Féret,"Salomé Stévenin, Nicolas Giraud, Jean-François Stévenin",None,France,JML Distribution,Box Office France,"['31 décembre 2008 au 7 janvier 2009', '07 au 14 janvier 2009']",70,1 497,"4,0","3,5",77985
The Magic Flute,13 décembre 2006,Musical,2h 13min,Kenneth Branagh,"Kenneth Branagh, Stephen Fry","Joseph Kaiser, Amy Carson, Benjamin Jay Davis",None,France,Les Films du Losange,Box Office France,['13 au 20 décembre 2006'],21 658,None,"2,4","3,0",97880
Roll bounce,18 janvier 2006,Comédie,1h 47min,Malcolm D. Lee,Norman Vance Jr.,"Shad Moss, Chi McBride, Wesley Jonathan",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office US,"['23 au 26 septembre 2005', '30 septembre 2005 au 3 octobre 2005']",7 570 366,4 029 257,"4,0","2,9",29284
