title,release_date,genre,duration,director,producers,cast,press_eval,viewers_eval,age_limit,nationality,distributor,views,box_office_title,box_office_date,box_office_first_week,box_office_second_week
Di renjie zhi tongtian diguo,20 avril 2011,"['Action', 'Thriller']",2h 03min,Tsui Hark,['Chia-Lu Chang'],"['Andy Lau', 'Carina Lau', 'Bingbing Li']","4,1","3,2",,Chine,Wild Side Films / Le Pacte,601794,['Box Office France'],"['20 au 27 avril 2011', '27 avril au 4 mai 2011']",113 967,58 337
90 Minutes In Heaven,,['Drame'],2h 01min,Michael Polish,['Michael Polish'],"['Hayden Christensen', 'Kate Bosworth', 'Hudson Meek']","2,0",--,,U.S.A.,,35503,['Box Office US'],['11 au 14 septembre 2015'],2 035 273,
Chaos,3 octobre 2001,['Comédie dramatique'],1h 49min,Coline Serreau,['Coline Serreau'],"['Vincent Lindon', 'Catherine Frot', 'Rachida Brakni']","3,3","3,2",,France,Bac Films,21724,['Box Office France'],"['03 au 10 octobre 2001', '10 au 17 octobre 2001']",366 179,234 884
Mia And Me - The Movie,20 juillet 2022,"['Animation', 'Fantastique', 'Famille']",1h 22min,Adam Gunn,"['Matthias Temmermans', 'Gerhard Hahn', 'Tess Meyer']","['Margot Nuccetelli', 'Dave Willetts', 'Rick Kavanian']","2,4","2,5",à partir de 6 ans (children's film),Allemagne,Alba Films,98382,['Box Office France'],"['20 au 27 juillet 2022', '27 juillet au 3 août 2022']",42 006,21 634
Maggie,27 mai 2015,"['Drame', 'Epouvante-horreur', 'Thriller']",1h 37min,Henry Hobson,['John Scott III'],"['Arnold Schwarzenegger', 'Abigail Breslin', 'Joely Richardson']","3,0","2,3","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,343358,['Box Office France'],"['27 mai au 3 juin 2015', '03 au 10 juin 2015']",58 111,27 947
Romanzo criminale,22 mars 2006,"['Policier', 'Drame']",2h 32min,Michele Placido,"['Giancarlo de Cataldo', 'Stefano Rulli']","['Pierfrancesco Favino', 'Anna Mouglalis', 'Gianmarco Tognazzi']","3,9","3,7",Interdit aux moins de 12 ans,Italie,Warner Bros. France,106954,['Box Office France'],"['22 au 29 mars 2006', '29 mars au 5 avril 2006']",158 013,88 308
Pièce montée,10 mars 2010,"['Comédie', 'Romance']",1h 33min,Denys Granier-Deferre,"['Denys Granier-Deferre', 'Jérôme Soubeyrand']","['Clémence Poésy', 'Jérémie Renier', 'Jean-Pierre Marielle']","2,8","2,2",,France,Diaphana Films,437982,['Box Office France'],"['10 au 17 mars 2010', '17 au 24 mars 2010']",201 213,162 500
Dédales,10 septembre 2003,"['Policier', 'Drame', 'Thriller']",1h 40min,René Manzor,['René Manzor'],"['Sylvie Testud', 'Lambert Wilson', 'Frédéric Diefenthal']","2,4","3,1",Interdit aux moins de 12 ans,France,CTV International,26268,['Box Office France'],['10 au 17 septembre 2003'],76 753,
Resident Evil: The Final Chapter,25 janvier 2017,"['Action', 'Epouvante-horreur']",1h 47min,Paul W.S. Anderson,['Paul W.S. Anderson'],"['Milla Jovovich', 'Ali Larter', 'Iain Glen']","2,2","2,2",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,4243417,['Box Office France'],"['25 janvier au 1 février 2017', '01 au 8 février 2017']",174 825,94 523
L'Idéal,15 juin 2016,['Comédie'],1h 30min,Frédéric Beigbeder,"['Frédéric Beigbeder', 'Nicolas Charlet']","['Gaspard Proust', 'Audrey Fleurot', 'Anamaria Vartolomei']","2,6","2,1",,France,Légende Distribution,786289,['Box Office France'],"['15 au 22 juin 2016', '22 au 29 juin 2016']",94 210,55 628
Sans laisser de traces,10 mars 2010,['Thriller'],1h 35min,Grégoire Vigneron,"['Grégoire Vigneron', 'Laurent Tirard']","['Benoît Magimel', 'François-Xavier Demaison', 'Julie Gayet']","2,7","3,0",,Belgique,Mars Films,914570,['Box Office France'],"['10 au 17 mars 2010', '17 au 24 mars 2010']",62 527,23 307
Dolphin Tale,2 novembre 2011,"['Drame', 'Famille']",1h 52min,Charles Martin Smith,"['Karen Janszen', 'Noam Dromi']","['Harry Connick Jr', 'Ashley Judd', 'Nathan Gamble']","2,2","3,6",à partir de 10 ans (children's film),U.S.A.,Warner Bros. France,749243,['Box Office France'],"['02 au 9 novembre 2011', '09 au 16 novembre 2011']",78 953,62 448
Tu mérites un amour,11 septembre 2019,"['Romance', 'Comédie dramatique', 'Drame', 'Comédie']",1h 39min,Hafsia Herzi,['Hafsia Herzi'],"['Hafsia Herzi', 'Djanis Bouzyani', 'Jérémie Laheurte']","3,8","3,4",,France,Rezo Films,148154,['Box Office France'],"['11 au 18 septembre 2019', '18 au 25 septembre 2019']",26 804,14 289
Proof of Life,4 avril 2001,"['Action', 'Thriller', 'Drame']",2h 15min,Taylor Hackford,['Tony Gilroy'],"['Meg Ryan', 'Russell Crowe', 'David Morse']","2,7","2,5",,U.S.A.,Pathé,21354,['Box Office France'],['04 au 11 avril 2001'],75 740,
The Smell of Us,14 janvier 2015,['Drame'],1h 28min,Larry Clark,"['Mathieu Landais', 'Larry Clark']","['Lukas Ionesco', 'Diane Rouxel', 'Théo Cholbi']","3,2","2,2",Interdit aux moins de 16 ans avec avertissement,France,Jour2fête,393479,['Box Office France'],"['14 au 21 janvier 2015', '21 au 28 janvier 2015']",13 460,6 130
Music And Lyrics,14 mars 2007,"['Comédie', 'Romance']",1h 43min,Marc Lawrence (II),['Marc Lawrence (II)'],"['Hugh Grant', 'Drew Barrymore', 'Brad Garrett']","3,1","3,1",,U.S.A.,Warner Bros. France,325798,['Box Office France'],"['14 au 21 mars 2007', '21 au 28 mars 2007']",414 487,158 719
Winnie The Pooh,13 avril 2011,"['Animation', 'Famille']",1h 03min,Stephen J. Anderson,"['Don Hall', 'Burny Mattinson']","['Jean-Claude Donda', 'Jim Cummings', 'Michel Mella']","4,0","3,2",à partir de 3 ans (children's film),U.S.A.,The Walt Disney Company France,604181,['Box Office France'],"['13 au 20 avril 2011', '20 au 27 avril 2011']",67 425,44 798
Eastern Boys,2 avril 2014,['Drame'],2h 08min,Robin Campillo,['Robin Campillo'],"['Olivier Rabourdin', 'Kirill Emelyanov', 'Danil Vorobyev']","3,8","3,6","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Dulac Distribution,303019,['Box Office France'],"['02 au 9 avril 2014', '09 au 16 avril 2014']",18 285,12 171
La Nouvelle vie de Paul Sneijder,8 juin 2016,"['Comédie', 'Drame']",1h 54min,Thomas Vincent,"['Yaël Cojot-Goldberg', 'Thomas Vincent']","['Thierry Lhermitte', 'Géraldine Pailhas', 'Pierre Curzi']","3,7","3,5",,Canada,SND,812269,['Box Office France'],"['08 au 15 juin 2016', '15 au 22 juin 2016']",61 902,34 315
Short Term 12,23 avril 2014,['Drame'],1h 41min,Destin Daniel Cretton,['Destin Daniel Cretton'],"['Brie Larson', 'John Gallagher Jr.', 'Stephanie Beatriz']","4,0","4,1",,U.S.A.,Condor Distribution,329869,['Box Office France'],"['23 au 30 avril 2014', '30 avril au 7 mai 2014']",27 143,20 602
Luna,11 avril 2018,['Comédie dramatique'],1h 33min,Elsa Diringer,"['Elsa Diringer', 'Claude Mouriéras']","['Laëtitia Clément', 'Rod Paradot', 'Lyna Khoudri']","3,5","3,8","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Pyramide Distribution,282610,['Box Office France'],"['11 au 18 avril 2018', '18 au 25 avril 2018']",16 692,4 948
La virgen de agosto,5 août 2020,['Drame'],2h 09min,Jonás Trueba,"['Jonás Trueba', 'Itsaso Arana']","['Itsaso Arana', 'Vito Sanz', 'Isabelle Stoffel']","4,1","3,6",,Espagne,Arizona Distribution,123943,['Box Office France'],"['05 au 12 août 2020', '12 au 19 août 2020']",13 362,9 649
Love & Mercy,1 juillet 2015,"['Biopic', 'Musical', 'Drame']",2h 02min,Bill Pohlad,"['Oren Moverman', 'Michael Alan Lerner']","['Paul Dano', 'John Cusack', 'Elizabeth Banks']","3,8","3,9",,U.S.A.,ARP Sélection,257042,['Box Office France'],"['01 au 8 juillet 2015', '08 au 15 juillet 2015']",40 730,20 815
Dans La Forêt,15 février 2017,['Thriller'],1h 43min,Gilles Marchand,"['Dominik Moll', 'Gilles Marchand']","['Timothé Vom Dorp', 'Jérémie Elkaïm', 'Théo Van de Voorde']","3,3","2,2",Interdit aux moins de 12 ans,France,Pyramide Distribution,217307,['Box Office France'],"['15 au 22 février 2017', '22 février au 1 mars 2017']",12 684,4 238
La Fille du Patron,6 janvier 2016,"['Romance', 'Comédie dramatique']",1h 38min,Olivier Loustau,['Olivier Loustau'],"['Christa Théret', 'Olivier Loustau', 'Florence Thomassin']","3,3","2,9",,France,Wild Bunch Distribution,351965,['Box Office France'],"['06 au 13 janvier 2016', '13 au 20 janvier 2016']",23 064,8 990
Possessions,7 mars 2012,"['Drame', 'Thriller']",1h 38min,Eric Guirado,"['Isabelle Claris', 'Eric Guirado']","['Jérémie Renier', 'Julie Depardieu', 'Lucien Jean-Baptiste']","3,1","3,0",,France,UGC Distribution,890408,['Box Office France'],"['07 au 14 mars 2012', '14 au 21 mars 2012']",55 148,39 641
La Traversée,31 octobre 2012,['Thriller'],1h 37min,Jérôme Cornuau,"['Jérôme Cornuau', 'Alexandra Deman']","['Michaël Youn', 'Fanny Valette', 'Emilie Dequenne']","2,1","2,7",,France,UGC Distribution,1601308,['Box Office France'],"['31 octobre au 7 novembre 2012', '07 au 14 novembre 2012']",55 974,7 504
The Losers,,"['Action', 'Aventure']",1h 37min,Sylvain White,"['James Vanderbilt', 'Peter Berg']","['Jeffrey Dean Morgan', 'Idris Elba', 'Zoe Saldana']","2,8",--,,U.S.A.,,220801,['Box Office US'],"['23 au 26 avril 2010', '30 avril 2010 au 3 mai 2010']",9 605 000,6 000 000
La Blonde aux seins nus,21 juillet 2010,"['Comédie dramatique', 'Romance']",1h 40min,Manuel Pradal,['Manuel Pradal'],"['Vahina Giocante', 'Nicolas Duvauchelle', 'Steve Le Roi']","2,2","1,9",,France,Eurozoom,680009,['Box Office France'],"['21 au 28 juillet 2010', '28 juillet au 4 août 2010']",9 019,827
Looking for Eric,27 mai 2009,"['Comédie', 'Drame']",1h 59min,Ken Loach,['Paul Laverty'],"['Eric Cantona', 'Steve Evets', 'Stephanie Bishop']","4,2","3,7",,France,Diaphana Films,381326,['Box Office France'],"['27 mai au 3 juin 2009', '03 au 10 juin 2009']",170 003,120 451
Goya's Ghosts,25 juillet 2007,"['Drame', 'Historique']",1h 54min,Milos Forman,"['Milos Forman', 'Jean-Claude Carrière']","['Natalie Portman', 'Javier Bardem', 'Stellan Skarsgård']","2,9","2,7",,Espagne,StudioCanal,81635,['Box Office France'],"['25 juillet au 1 août 2007', '01 au 8 août 2007']",24 919,12 961
7 ans de mariage,25 juin 2003,['Comédie'],1h 37min,Didier Bourdon,"['Dominique Coubes', 'Nathalie Vierne']","['Didier Bourdon', 'Catherine Frot', 'Jacques Weber']","2,9","2,3",,France,UFD,53449,['Box Office France'],"['25 juin au 2 juillet 2003', '02 au 9 juillet 2003']",357 255,304 173
Les Drapeaux de papier,13 février 2019,['Drame'],1h 42min,Nathan Ambrosioni,['Nathan Ambrosioni'],"['Noémie Merlant', 'Guillaume Gouix', 'Sébastien Houbani']","3,3","3,7",,France,Rezo Films,35662,['Box Office France'],"['13 au 20 février 2019', '20 au 27 février 2019']",4 838,1 644
A Perfect Day,16 mars 2016,['Drame'],1h 46min,Fernando León de Aranoa,"['Fernando León de Aranoa', 'Diego Farias']","['Benicio Del Toro', 'Tim Robbins', 'Mélanie Thierry']","3,4","3,8",,Espagne,UGC Distribution,177304,['Box Office France'],"['16 au 23 mars 2016', '23 au 30 mars 2016']",38 332,18 481
Whatever Works,1 juillet 2009,"['Comédie', 'Romance']",1h 32min,Woody Allen,['Woody Allen'],"['Larry David', 'Evan Rachel Wood', 'Ed Begley Jr.']","3,9","3,8",,U.S.A.,Mars Films,528312,['Box Office France'],"['01 au 8 juillet 2009', '08 au 15 juillet 2009']",287 452,163 846
Cats & Dogs,15 août 2001,"['Comédie', 'Famille', 'Aventure']",1h 27min,Lawrence Guterman,"['John Requa', 'Glenn Ficarra']","['Jeff Goldblum', 'Tobey Maguire', 'Elizabeth Perkins']","2,8","2,0",à partir de 8 ans (children's film),U.S.A.,Warner Bros. France,24580,['Box Office France'],"['15 au 22 août 2001', '22 au 29 août 2001']",304 882,175 760
Behind Enemy Lines,16 janvier 2002,"['Guerre', 'Action', 'Drame']",1h 46min,John Moore,"['David Veloz', 'Zak Penn']","['Gabriel Macht', 'Owen Wilson', 'Gene Hackman']","2,9","2,6",,U.S.A.,UFD,25927,['Box Office France'],"['16 au 23 janvier 2002', '30 novembre 2001 au 3 décembre 2001']",103 872,
Le Chat du Rabbin,1 juin 2011,"['Animation', 'Aventure']",1h 40min,Joann Sfar,"['Antoine Delesvaux', 'Joann Sfar', 'Sandrina Jardel']","['François Morel', 'Maurice Bénichou', 'Hafsia Herzi']","3,6","3,7",à partir de 10 ans (children's film),France,UGC Distribution,880146,['Box Office France'],"['01 au 8 juin 2011', '08 au 15 juin 2011']",172 946,120 678
Just My Luck,18 octobre 2006,"['Comédie', 'Romance', 'Fantastique']",1h 43min,Donald Petrie,"['I. Marlene King', 'Amy Harris']","['Lindsay Lohan', 'Chris Pine', 'Samaire Armstrong']","1,2","2,4",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,180524,['Box Office US'],"['12 au 15 mai 2006', '19 au 22 mai 2006']",5 692 285,3 384 371
Rough Night,2 août 2017,['Comédie'],1h 41min,Lucia Aniello,"['Lucia Aniello', 'Paul W. Downs']","['Scarlett Johansson', 'Kate McKinnon', 'Jillian Bell']","1,6","1,8",,U.S.A.,Sony Pictures Releasing France,196646,['Box Office France'],"['02 au 9 août 2017', '09 au 16 août 2017']",66 666,22 498
Cassandra's Dream,31 octobre 2007,"['Policier', 'Drame']",1h 48min,Woody Allen,['Woody Allen'],"['Colin Farrell', 'Ewan McGregor', 'Tom Wilkinson']","2,9","3,3",,U.S.A.,TFM Distribution,146141,['Box Office France'],"['31 octobre au 7 novembre 2007', '07 au 14 novembre 2007']",196 577,101 569
De guerre lasse,7 mai 2014,['Drame'],1h 34min,Olivier Panchot,['Olivier Panchot'],"['Jalil Lespert', 'Tchéky Karyo', 'Hiam Abbass']","3,5","2,4","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,SND,850503,['Box Office France'],"['07 au 14 mai 2014', '14 au 21 mai 2014']",24 191,4 049
Florence Foster Jenkins,13 juillet 2016,"['Biopic', 'Drame', 'Comédie']",1h 50min,Stephen Frears,['Nicholas Martin'],"['Meryl Streep', 'Hugh Grant', 'Simon Helberg']","3,5","3,6",,Grande-Bretagne,Pathé,368785,['Box Office France'],"['13 au 20 juillet 2016', '20 au 27 juillet 2016']",55 876,32 073
Early Man,7 février 2018,"['Animation', 'Comédie']",1h 29min,Nick Park,"['Mark Burton (IV)', 'James Higginson']","['Pierre Niney', 'Eddie Redmayne', 'Kaycie Chase']","3,3","3,1",à partir de 6 ans (children's film),Grande-Bretagne,StudioCanal,572807,['Box Office France'],"['07 au 14 février 2018', '14 au 21 février 2018']",191 950,189 782
Belle Épine,10 novembre 2010,['Drame'],1h 20min,Rebecca Zlotowski,"['Rebecca Zlotowski', 'Gaëlle Macé']","['Léa Seydoux', 'Anaïs Demoustier', 'Agathe Schlencker']","3,6","2,2",,France,Pyramide Distribution,274437,['Box Office France'],"['10 au 17 novembre 2010', '17 au 24 novembre 2010']",13 160,4 381
Gnomeo and Juliet,16 février 2011,"['Animation', 'Comédie', 'Aventure']",1h 24min,Kelly Asbury,"['Steve Hamilton Shaw', 'Kathy Greenberg']","['Michael Gregorio', 'James McAvoy', 'Celia Charpentier']","2,7","2,7",à partir de 6 ans (children's film),U.S.A.,The Walt Disney Company France,1951671,['Box Office France'],"['09 au 16 février 2011', '16 au 23 février 2011']",5 235,199 928
The Spongebob Movie: Sponge Out Of Water,18 février 2015,"['Animation', 'Aventure', 'Comédie', 'Famille']",1h 33min,Paul Tibbitt,"['Mike Mitchell (V)', 'Jonathan Aibel', 'Glenn Berger']","['Tom Kenny', 'Bill Fagerbakke', 'Clancy Brown']","2,8","2,0",à partir de 8 ans (children's film),U.S.A.,Paramount Pictures France,812547,['Box Office France'],"['18 au 25 février 2015', '25 février au 4 mars 2015']",582 073,364 811
Ironclad,20 juillet 2011,"['Action', 'Aventure']",2h 01min,Jonathan English,"['Jonathan English', 'Erick Kastel']","['James Purefoy', 'Paul Giamatti', 'Kate Mara']","2,7",--,Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,749347,['Box Office France'],"['20 au 27 juillet 2011', '27 juillet au 3 août 2011']",76 828,28 446
The Devil's Rejects,,['Epouvante-horreur'],1h 41min,Rob Zombie,['Rob Zombie'],"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie']","3,4","3,3",Interdit aux moins de 16 ans,U.S.A.,Metropolitan FilmExport,179093,['Box Office France'],"['19 au 26 juillet 2006', '22 au 25 juillet 2005']",29 141,
The Stepfather,9 décembre 2009,['Thriller'],1h 41min,Nelson McCormick,"['J.S. Cardone', 'Carolyn Lefcourt']","['Dylan Walsh', 'Penn Badgley', 'Sela Ward']","1,5","2,4",,U.S.A.,Sony Pictures Releasing France,97458,['Box Office France'],"['09 au 16 décembre 2009', '16 au 23 décembre 2009']",16 844,2 128
Isolation,7 juin 2006,"['Epouvante-horreur', 'Science fiction', 'Thriller']",1h 34min,Billy O'Brien,"[""Billy O'Brien""]","['Essie Davis', 'Sean Harris', 'Marcel Iures']","3,6","2,0",Interdit aux moins de 12 ans,Grande-Bretagne,TFM Distribution,77238,['Box Office France'],['07 au 14 juin 2006'],24 308,
Miss You Already,15 juin 2016,['Comédie dramatique'],1h 52min,Catherine Hardwicke,['Morwenna Banks'],"['Drew Barrymore', 'Toni Collette', 'Paddy Considine']","2,8","3,9",,Grande-Bretagne,Océan Films,185764,['Box Office France'],"['15 au 22 juin 2016', '22 au 29 juin 2016']",43 102,25 481
Les Gorilles,15 avril 2015,"['Comédie', 'Action']",1h 21min,Tristan Aurouet,"['Matt Alexander', 'Tristan Aurouet']","[' JoeyStarr', 'Manu Payet', 'Alice Belaïdi']","2,0","1,5",,France,EuropaCorp Distribution,621387,['Box Office France'],"['15 au 22 avril 2015', '22 au 29 avril 2015']",100 234,34 714
Brick Mansions,23 avril 2014,"['Action', 'Policier']",1h 31min,Camille Delamarre,"['Luc Besson', 'Bibi Naceri']","['Paul Walker', 'David Belle', ' RZA']","3,0","2,3","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,EuropaCorp Distribution,816018,['Box Office France'],"['23 au 30 avril 2014', '30 avril au 7 mai 2014']",200 301,81 912
Zgjoi,1 juin 2022,['Drame'],1h 24min,Blerta Basholli,['Blerta Basholli'],"['Yllka Gashi', 'Cun Lajci', 'Aurita Agushi']","3,4","3,7",,Kosovo,ASC Distribution,56882,['Box Office France'],"['01 au 8 juin 2022', '08 au 15 juin 2022']",2 197,1 107
Respiro,1 janvier 2003,['Drame'],1h 30min,Emanuele Crialese,['Emanuele Crialese'],"['Valeria Golino', 'Vincenzo Amato', ""Veronica D'Agostino""]","3,9","3,4",,Italie,Pan Européenne Edition,23341,['Box Office France'],"['08 au 15 janvier 2003', '15 au 22 janvier 2003']",77 204,84 666
Une histoire banale,9 avril 2014,['Drame'],1h 22min,Audrey Estrougo,['Audrey Estrougo'],"['Marie Denarnaud', 'Marie-Sohna Condé', 'Oumar Diaw']","3,7","3,5","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Damned Distribution,168408,['Box Office France'],"['09 au 16 avril 2014', '16 au 23 avril 2014']",4 089,762
Crank 2: High Voltage,,"['Action', 'Policier']",1h 36min,Mark Neveldine,"['Brian Taylor', 'Mark Neveldine', 'Brian Taylor']","['Jason Statham', 'Amy Smart', 'Clifton Collins Jr.']","2,4",--,,U.S.A.,Sony Pictures Releasing France,179846,['Box Office US'],"['17 au 20 avril 2009', '24 au 27 avril 2009']",6 963 565,2 618 379
La belle personne,17 septembre 2008,['Comédie dramatique'],1h 30min,Christophe Honoré,"['Christophe Honoré', 'Gilles Taurand']","['Louis Garrel', 'Léa Seydoux', 'Grégoire Leprince-Ringuet']","3,5","3,1",,France,Le Pacte,279857,['Box Office France'],"['17 au 24 septembre 2008', '24 septembre au 1 octobre 2008']",30 604,18 975
La Chambre des Officiers,26 septembre 2001,"['Guerre', 'Drame']",2h 15min,François Dupeyron,['François Dupeyron'],"['Eric Caravaca', 'Denis Podalydès', 'Gregori Derangère']","3,7","3,5",,France,ARP Sélection,56657,['Box Office France'],"['26 septembre au 3 octobre 2001', '03 au 10 octobre 2001']",198 226,139 973
Les Egarés,20 août 2003,"['Drame', 'Romance']",1h 35min,André Téchiné,"['Gilles Taurand', 'André Téchiné']","['Emmanuelle Béart', 'Gaspard Ulliel', 'Grégoire Leprince-Ringuet']","3,5","2,9",,France,Mars Distribution,39634,['Box Office France'],"['20 au 27 août 2003', '27 août au 3 septembre 2003']",182 181,114 999
Lung Boonmee Raluek Chat,1 septembre 2010,"['Drame', 'Comédie', 'Fantastique']",1h 53min,Apichatpong Weerasethakul,['Apichatpong Weerasethakul'],"['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee']","3,7","2,4",,France,Pyramide Distribution,214174,['Box Office France'],"['01 au 8 septembre 2010', '08 au 15 septembre 2010']",45 115,27 407
The Man with the Iron Fists,2 janvier 2013,"['Action', 'Aventure']",1h 36min, RZA,"['Eli Roth', ' RZA']","[' RZA', 'Russell Crowe', 'Lucy Liu']","2,6","2,3",Interdit aux moins de 12 ans,U.S.A.,Universal Pictures International France,295958,['Box Office France'],"['02 au 9 janvier 2013', '09 au 16 janvier 2013']",21 552,12 455
L'Homme qu'on aimait trop,16 juillet 2014,['Drame'],1h 56min,André Téchiné,"['André Téchiné', 'Cédric Anger']","['Guillaume Canet', 'Catherine Deneuve', 'Adèle Haenel']","3,1","3,0",,France,Mars Films,542403,['Box Office France'],"['16 au 23 juillet 2014', '23 au 30 juillet 2014']",144 601,76 070
Confessions of a Dangerous Mind,11 juin 2003,"['Biopic', 'Comédie', 'Thriller']",1h 53min,George Clooney,['Charlie Kaufman'],"['Sam Rockwell', 'Maggie Gyllenhaal', 'George Clooney']","3,8","3,4",,U.S.A.,TFM Distribution,50381,['Box Office France'],"['11 au 18 juin 2003', '24 au 27 janvier 2003']",87 945,
D'amour et d'eau fraîche,18 août 2010,['Drame'],1h 30min,Isabelle Czajka,['Isabelle Czajka'],"['Pio Marmaï', 'Anaïs Demoustier', 'Laurent Poitrenaux']","3,3","2,8",,France,Bac Films,228264,['Box Office France'],"['18 au 25 août 2010', '25 août au 1 septembre 2010']",20 326,11 307
Playlist,2 juin 2021,['Comédie'],1h 28min,Nine Antico,"['Nine Antico', 'Marc Syrigas']","['Sara Forestier', 'Laetitia Dosch', 'Pierre Lottin']","3,5","2,6",,France,KMBO,187597,['Box Office France'],"['02 au 9 juin 2021', '09 au 16 juin 2021']",16 168,6 661
Kvinden I buret,,"['Thriller', 'Judiciaire']",1h 37min,Mikkel Norgaard,['Nikolaj Arcel'],"['Nikolaj Lie Kaas', 'Fares Fares', 'Sonja Richter']","4,0",--,,Danemark,1 nomination,75206,['Box Office France'],"['08 au 15 avril 2015', '15 au 22 avril 2015']",34 163,11 170
Madame Irma,6 décembre 2006,['Comédie'],1h 35min,Didier Bourdon,"['Yves Fajnberg', 'Didier Bourdon', 'Frédéric Petitjean']","['Didier Bourdon', 'Pascal Légitimus', 'Arly Jover']","2,0","2,2",,France,Mars Distribution,323558,['Box Office France'],"['06 au 13 décembre 2006', '13 au 20 décembre 2006']",313 999,145 569
Adaptation.,26 mars 2003,"['Comédie', 'Drame']",1h 56min,Spike Jonze,"['Charlie Kaufman', 'Donald Kaufman']","['Nicolas Cage', 'Tilda Swinton', 'Meryl Streep']","3,3","3,2",,U.S.A.,Bac Films,21829,['Box Office US'],['10 au 13 janvier 2003'],2 900 000,
Four Brothers,5 octobre 2005,"['Thriller', 'Drame']",1h 55min,John Singleton,"['David Elliot', 'Paul Lovett']","['Mark Wahlberg', 'Tyrese Gibson', 'André Benjamin']","3,0","3,2",Interdit aux moins de 12 ans,U.S.A.,United International Pictures (UIP),86056,['Box Office France'],"['05 au 12 octobre 2005', '12 au 19 octobre 2005']",118 305,70 683
Cold Blood Legacy,15 mai 2019,"['Action', 'Thriller']",1h 31min,Frédéric Petitjean,['Frédéric Petitjean'],"['Jean Reno', 'Sarah Lind', 'Joe Anderson']","2,8","1,7",,France,Paramount Pictures France,292743,['Box Office France'],"['15 au 22 mai 2019', '22 au 29 mai 2019']",77 596,25 601
Le Coeur des hommes 2,24 octobre 2007,['Comédie dramatique'],1h 55min,Marc Esposito,['Marc Esposito'],"['Bernard Campan', 'Gérard Darmon', 'Jean-Pierre Darroussin']","2,5","3,0",,France,Pathé,466354,['Box Office France'],"['24 au 31 octobre 2007', '31 octobre au 7 novembre 2007']",580 779,466 833
Gosford Park,20 mars 2002,"['Policier', 'Comédie']",2h 17min,Robert Altman,"['Julian Fellowes', 'Robert Altman']","['Maggie Smith', 'Kelly Macdonald', 'Michael Gambon']","4,2","3,2",,U.S.A.,3 prix et 14 nominations,43505,['Box Office France'],"['20 au 27 mars 2002', '29 mars au 5 avril 2002']",165 185,155 762
Voyez Comme on Danse,10 octobre 2018,"['Comédie', 'Comédie dramatique']",1h 28min,Michel Blanc,['Michel Blanc'],"['Jacques Dutronc', 'Charlotte Rampling', 'Karin Viard']","3,1","3,1",,France,UGC Distribution,653179,['Box Office France'],"['10 au 17 octobre 2018', '17 au 24 octobre 2018']",226 289,108 514
Nelyubov,20 septembre 2017,['Drame'],2h 07min,Andrey Zvyagintsev,"['Andrey Zvyagintsev', 'Oleg Negin']","['Maryana Spivak', 'Alexey Rozin', 'Matvey Novikov']","4,0","3,9",,Russie,Pyramide Distribution,385289,['Box Office France'],"['20 au 27 septembre 2017', '27 septembre au 4 octobre 2017']",68 330,53 557
Scary Movie 3,24 décembre 2003,['Comédie'],1h 25min,David Zucker,"['Pat Proft', 'Craig Mazin']","['Anna Faris', 'Anthony Anderson', 'Leslie Nielsen']","3,1","2,1",,U.S.A.,TFM Distribution,56593,['Box Office France'],"['24 au 31 décembre 2003', '31 décembre 2003 au 7 janvier 2004']",697 852,326 463
Vendeur,4 mai 2016,['Comédie dramatique'],1h 29min,Sylvain Desclous,"['Sylvain Desclous', 'Olivier Lorelle']","['Gilbert Melki', 'Pio Marmaï', 'Pascal Elso']","3,4","3,2",,France,Bac Films,440706,['Box Office France'],"['04 au 11 mai 2016', '11 au 18 mai 2016']",35 947,11 520
La Communion,4 mars 2020,['Drame'],1h 55min,Jan Komasa,['Mateusz Pacewicz'],"['Bartosz Bielenia', 'Eliza Rycembel', 'Aleksandra Konieczna']","3,8","3,6",Interdit aux moins de 12 ans,Pologne,Bodega Films,67584,['Box Office France'],"['04 au 11 mars 2020', '11 au 18 mars 2020']",38 246,3 183
Adopte Un Veuf,20 avril 2016,['Comédie'],1h 37min,François Desagnat,"['Jérôme Corcos', 'Catherine Diament']","['André Dussollier', 'Bérengère Krief', 'Arnaud Ducret']","2,9","3,6",,France,SND,941509,['Box Office France'],"['20 au 27 avril 2016', '27 avril au 4 mai 2016']",419 040,258 594
