title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views
Retour chez ma mère,1 juin 2016,Comédie,1h 31min,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes","Alexandra Lamy, Josiane Balasko, Mathilde Seigner",,France,Pathé,Box Office France,643863,"2,9","3,0",979150
The French Dispatch,27 octobre 2021,"Comédie, Drame, Romance",1h 48min,Wes Anderson,Wes Anderson,"Timothée Chalamet, Léa Seydoux, Bill Murray",,U.S.A.,The Walt Disney Company France,Box Office France,197450,"3,5","3,3",196244
No Hard Feelings,21 juin 2023,Comédie,1h 43min,Gene Stupnitsky,"Gene Stupnitsky, John M. Phillips","Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti",,U.S.A.,Sony Pictures Releasing France,Box Office France,54361,"3,0","3,1",76825
Supercondriaque,26 février 2014,Comédie,1h 48min,Dany Boon,Dany Boon,"Dany Boon, Alice Pol, Kad Merad",,France,Pathé,Box Office France,2151921,"2,4","2,4",1343387
Sur les chemins noirs,22 mars 2023,Drame,1h 35min,Denis Imbert,"Denis Imbert,  Diastème","Jean Dujardin, Joséphine Japy, Izïa Higelin",,France,Apollo Films / TF1 Studio,Box Office France,438142,"3,0","3,6",132143
About My Father,31 mai 2023,Comédie,1h 36min,Laura Terruso,"Sebastian Maniscalco, Austen Earl","Sebastian Maniscalco, Robert De Niro, Leslie Bibb",,U.S.A.,Metropolitan FilmExport,Box Office France,25767,"2,3","2,0",133782
To Catch A Killer,26 avril 2023,"Thriller, Policier",1h 59min,Damián Szifron,"Damián Szifron, Jonathan Wakeham","Shailene Woodley, Ben Mendelsohn, Jovan Adepo",,U.S.A.,Metropolitan FilmExport,Box Office France,100146,"3,7","3,8",84179
Petites,22 février 2023,Drame,1h 30min,Julie Lerat-Gersant,"François Roy (III), Julie Lerat-Gersant, François Roy (III)","Pili Groyne, Romane Bohringer, Victoire Du Bois",,France,Haut et Court,Box Office France,12466,"3,5","3,8",99053
Emily,15 mars 2023,"Biopic, Drame",2h 10min,Frances O'Connor,Frances O'Connor,"Emma Mackey, Fionn Whitehead, Oliver Jackson-Cohen",,Grande-Bretagne,Wild Bunch Distribution,Box Office France,47695,"3,1","3,7",26864
Don't Worry Darling,21 septembre 2022,Thriller,2h 03min,Olivia Wilde,Katie Silberman,"Florence Pugh, Harry Styles, Chris Pine","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office France,151272,"3,1","3,7",92925
Antichrist,3 juin 2009,"Thriller, Drame",1h 50min,Lars von Trier,Lars von Trier,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm",Interdit aux moins de 18 ans,France,Les Films du Losange,Box Office France,63719,"2,2","2,3",906336
King Arthur: Legend Of The Sword,17 mai 2017,"Action, Aventure, Fantastique",2h 06min,Guy Ritchie,"Joby Harold, Guy Ritchie","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law",,U.S.A.,Warner Bros. France,Box Office France,362905,"2,7","3,3",659245
The Flash,14 juin 2023,"Action, Science fiction, Fantastique",2h 24min,Andy Muschietti,Christina Hodson,"Ezra Miller, Sasha Calle, Michael Shannon",,U.S.A.,Warner Bros. France,Box Office France,388700,"2,5","3,0",210441
Il sol dell’avvenire,28 juin 2023,"Comédie dramatique, Drame, Comédie",1h 35min,Nanni Moretti,"Francesca Marciano, Nanni Moretti","Nanni Moretti, Margherita Buy, Silvio Orlando",,Italie,Le Pacte,Box Office France,91786,"3,9","3,3",100764
The Gentlemen,5 février 2020,"Policier, Action",1h 53min,Guy Ritchie,Guy Ritchie,"Matthew McConaughey, Hugh Grant, Charlie Hunnam","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,SND,Box Office France,238040,"3,5","4,1",877638
Insidious: The Red Door,5 juillet 2023,"Epouvante-horreur, Fantastique",1h 48min,Patrick Wilson,Scott Teems,"Patrick Wilson, Rose Byrne, Ty Simpkins",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Sony Pictures Releasing France,Box Office France,306107,"2,1","2,2",49967
Sisu,21 juin 2023,"Action, Guerre",1h 31min,Jalmari Helander,Jalmari Helander,"Jorma Tommila, Aksel Hennie, Jack Doolan",Interdit aux moins de 12 ans,Finlande,SND,Box Office France,44625,"2,7","3,3",186480
Farang,28 juin 2023,Action,1h 39min,Xavier Gens,"Xavier Gens, Magali Rossito","Nassim Lyes, Loryn Nounay, Olivier Gourmet",Interdit aux moins de 12 ans,France,StudioCanal,Box Office France,79426,"3,4","3,7",222289
Il Boemo,21 juin 2023,"Biopic, Historique",2h 20min,Petr Vaclav,Petr Vaclav,"Vojtěch Dyk, Barbara Ronchi, Elena Radonicich",,République tchèque,Nour Films,Box Office France,34803,"4,0","4,0",77006
En los márgenes,5 juillet 2023,Thriller,1h 43min,Juan Diego Botto,"Juan Diego Botto, Olga Rodríguez","Penélope Cruz, Luis Tosar, Christian Checa",,Espagne,Condor Distribution,Box Office France,28720,"3,6","3,5",210219
Une nuit,5 juillet 2023,"Romance, Drame",1h 30min,Alex Lutz,"Alex Lutz, Karin Viard","Alex Lutz, Karin Viard, Jérôme Pouly",,France,StudioCanal,Box Office France,58679,"3,2","3,3",161212
Asteroid City,21 juin 2023,Comédie dramatique,1h 46min,Wes Anderson,Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks",,U.S.A.,Universal Pictures International France,Box Office France,117498,"3,3","3,0",145667
Spider-Man: Across The Spider-Verse,31 mai 2023,"Animation, Action, Fantastique, Aventure",2h 21min,Joaquim Dos Santos,"Kemp Powers, Justin Thompson, Phil Lord, Christopher Miller","Stéphane Bak, Shameik Moore, Shirine Boutella",à partir de 8 ans (children's film),U.S.A.,Sony Pictures Releasing France,Box Office France,550808,"4,1","4,5",317420
Miraculous - le film,5 juillet 2023,"Animation, Action, Aventure, Comédie musicale",1h 39min,Jeremy Zag,"Jeremy Zag, Bettina López Mendoza","Anouck Hautbois, Benjamin Bollen, Antoine Tomé",à partir de 6 ans (children's film),France,SND,Box Office France,660421,"2,7","2,7",177900
Mission: Impossible – Dead Reckoning Part One,12 juillet 2023,"Action, Espionnage, Aventure",2h 43min,Christopher McQuarrie,"Christopher McQuarrie, Erik Jendresen","Tom Cruise, Hayley Atwell, Ving Rhames",,U.S.A.,Paramount Pictures France,Box Office US,54688347,"4,0","4,2",149871
Elemental,21 juin 2023,"Animation, Comédie, Famille",1h 42min,Peter Sohn,"John Hoberg, Kat Likkel","Adèle Exarchopoulos, Leah Lewis, Vincent Lacoste",à partir de 6 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,426818,"3,5","3,9",93927
Indiana Jones and the Dial of Destiny,28 juin 2023,"Action, Aventure",2h 34min,James Mangold,"James Mangold, John-Henry Butterworth","Harrison Ford, Phoebe Waller-Bridge, Mads Mikkelsen",,U.S.A.,The Walt Disney Company France,Box Office France,1089875,"3,5","3,6",291164
Dragon Ball Super: Super Hero,5 octobre 2022,"Animation, Arts Martiaux, Action, Fantastique",1h 39min,Tetsuro Kodama,Akira Toriyama,"Patrick Borg, Masako Nozawa, Mark Lesser","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Japon,Sony Pictures Releasing France,Box Office France,218070,"3,0","2,7",153338
Les Misérables,20 novembre 2019,"Policier, Drame",1h 45min,Ladj Ly,"Ladj Ly, Giordano Gederlini","Damien Bonnard, Alexis Manenti, Djebril Zonga","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Le Pacte,Box Office France,559378,"4,3","4,0",1555406
Normale,5 avril 2023,"Comédie dramatique, Drame, Comédie",1h 27min,Olivier Babinet,"Olivier Babinet, Juliette Sales","Benoît Poelvoorde, Justine Lacroix, Joseph Rozé",,France,Haut et Court,Box Office France,12196,"3,6","3,2",104368
Ant-Man and The Wasp: Quantumania,15 février 2023,"Action, Aventure, Science fiction",2h 01min,Peyton Reed,Jeff Loveness,"Paul Rudd, Evangeline Lilly, Michael Douglas",,U.S.A.,The Walt Disney Company France,Box Office France,735356,"2,3","2,5",281289
Maestro(s),7 décembre 2022,Drame,1h 27min,Bruno Chiche,"Bruno Chiche, Yaël Langmann","Yvan Attal, Pierre Arditi,  Miou-Miou",,France,Apollo Films / Orange Studio,Box Office France,111837,"3,0","3,1",40794
The Batman,2 mars 2022,"Action, Policier, Thriller",2h 57min,Matt Reeves,"Matt Reeves, Peter Craig","Robert Pattinson, Zoë Kravitz, Paul Dano","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office France,1165588,"3,9","4,1",330830
Coco,15 novembre 2017,"Animation, Fantastique, Famille",1h 45min,Lee Unkrich,"Adrian Molina, Adrian Molina, Matthew Aldrich","Andrea Santamaria, Anthony Gonzalez (VIII), Benjamin Bratt",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,948846,"4,1","4,5",1508099
Annie Colère,30 novembre 2022,Comédie dramatique,2h 00min,Blandine Lenoir,"Blandine Lenoir, Axelle Ropert","Laure Calamy, Zita Hanrot, India Hair",,France,Diaphana Distribution,Box Office France,68373,"3,8","4,0",159751
Rock'n Roll,15 février 2017,"Comédie, Comédie dramatique",2h 03min,Guillaume Canet,"Guillaume Canet, Philippe Lefebvre","Guillaume Canet, Marion Cotillard, Gilles Lellouche",,France,Pathé,Box Office France,630004,"3,3","2,7",1326317
Avatar,16 décembre 2009,"Science fiction, Aventure",2h 42min,James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver",,U.S.A.,The Walt Disney Company France,Box Office France,2648596,"4,3","4,3",4280601
Where The Crawdads Sing,17 août 2022,"Drame, Thriller",2h 05min,Olivia Newman,Lucy Alibar,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson",,U.S.A.,Sony Pictures Releasing France,Box Office France,110381,"2,6","4,0",115627
Le Bleu du Caftan,22 mars 2023,"Drame, Romance",2h 02min,Maryam Touzani,Maryam Touzani,"Lubna Azabal, Saleh Bakri, Ayoub Missioui",,France,Ad Vitam,Box Office France,54381,"3,8","4,3",140979
65 - la Terre d'avant,15 mars 2023,"Science fiction, Thriller, Action",1h 33min,Scott Beck,"Bryan Woods, Scott Beck, Bryan Woods","Adam Driver, Ariana Greenblatt, Chloe Coleman","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Sony Pictures Releasing France,Box Office France,187043,"2,0","2,0",65512
Inception,21 juillet 2010,"Science fiction, Thriller",2h 28min,Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio, Marion Cotillard, Elliot Page",,U.S.A.,Warner Bros. France,Box Office France,1305534,"4,1","4,5",3783086
Barbaque,27 octobre 2021,Comédie,1h 28min,Fabrice Eboué,"Fabrice Eboué, Vincent Solignac","Fabrice Eboué, Marina Foïs, Nicolas Lumbreras",Interdit aux moins de 12 ans,France,Apollo Films / TF1 Studio,Box Office France,126252,"3,3","3,6",233691
Vaincre ou mourir,25 janvier 2023,"Historique, Action",1h 40min,Vincent Mottez,"Paul Mignot, Vincent Mottez","Hugo Becker, Rod Paradot, Gilles Cohen",,France,Saje Distribution,Box Office France,23152,"1,3","3,9",173629
Reste un peu,16 novembre 2022,Comédie,1h 33min,Gad Elmaleh,"Gad Elmaleh, Benjamin Charbit","Gad Elmaleh, Régine Elmaleh, David Elmaleh",,France,StudioCanal,Box Office France,152695,"3,7","3,3",203094
"Simone, le voyage du siècle",12 octobre 2022,"Biopic, Drame",2h 20min,Olivier Dahan,Olivier Dahan,"Elsa Zylberstein, Rebecca Marder, Élodie Bouchez",,France,Warner Bros. France,Box Office France,486242,"3,1","4,1",228611
Midsommar,31 juillet 2019,Epouvante-horreur,2h 27min,Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, Will Poulter",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Metropolitan FilmExport,Box Office France,61418,"3,7","3,5",202264
Black Adam,19 octobre 2022,"Action, Fantastique, Aventure",2h 05min,Jaume Collet-Serra,"Adam Sztykiel, Rory Haines","Dwayne Johnson, Aldis Hodge, Pierce Brosnan",,U.S.A.,Warner Bros. France,Box Office France,713308,"2,1","2,9",127786
L'Astronaute,15 février 2023,Comédie dramatique,1h 50min,Nicolas Giraud,"Nicolas Giraud, Stéphane Cabel","Nicolas Giraud, Mathieu Kassovitz, Hélène Vincent",,France,Orange Studio Distribution / Diaphana Distribution,Box Office France,35020,"3,5","3,9",161310
Ich bin dein Mensch,22 juin 2022,"Romance, Science fiction, Comédie, Drame",1h 45min,Maria Schrader,"Maria Schrader, Jan Schomburg","Maren Eggert, Dan Stevens, Sandra Hüller",,Allemagne,Haut et Court,Box Office France,16932,"3,1","3,7",76820
Harry Potter à l'école des sorciers,5 décembre 2001,"Fantastique, Aventure, Famille",2h 32min,Chris Columbus,Steve Kloves,"Daniel Radcliffe, Rupert Grint, Emma Watson",à partir de 10 ans (children's film),U.S.A.,Warner Bros. France,Box Office France,2316734,"3,7","4,1",2067906
Top Gun: Maverick,25 mai 2022,Action,2h 11min,Joseph Kosinski,"Christopher McQuarrie, Ehren Kruger","Tom Cruise, Miles Teller, Jennifer Connelly",,U.S.A.,Paramount Pictures France,Box Office France,1529608,"3,7","4,3",2331023
Hokusai,26 avril 2023,"Drame, Biopic, Historique",1h 30min,Hajime Hashimoto,Len Kawahara,"Yûya Yagira, Min Tanaka, Hiroshi Abe",,Japon,Art House,Box Office France,52791,"3,2","3,3",188166
Bullet Train,3 août 2022,"Action, Thriller",2h 07min,David Leitch,Zak Olkewicz,"Brad Pitt, Joey King, Aaron Taylor-Johnson",Interdit aux moins de 12 ans,U.S.A.,Sony Pictures Releasing France,Box Office France,491067,"3,2","3,9",358804
Terrible Jungle,29 juillet 2020,"Aventure, Comédie",1h 31min,Hugo Benamozig,"David Caviglioli, Hugo Benamozig, David Caviglioli","Catherine Deneuve, Vincent Dedienne, Alice Belaïdi",,France,Apollo Films,Box Office France,83427,"3,7","2,0",149535
En corps,30 mars 2022,"Comédie dramatique, Drame, Comédie",1h 58min,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Marion Barbeau, Hofesh Shechter, Denis Podalydès",,France,StudioCanal,Box Office France,332971,"3,4","4,1",322035
Une belle course,21 septembre 2022,"Comédie dramatique, Drame, Comédie",1h 31min,Christian Carion,Cyril Gely,"Line Renaud, Dany Boon, Alice Isaaz",,France,Pathé,Box Office France,180034,"3,1","3,9",69214
L'Innocent,12 octobre 2022,Comédie,1h 40min,Louis Garrel,"Louis Garrel, Tanguy Viel","Roschdy Zem, Anouk Grinberg, Noémie Merlant",,France,Ad Vitam,Box Office France,192906,"4,1","3,9",242321
Evil Dead Rise,19 avril 2023,"Epouvante-horreur, Fantastique",1h 37min,Lee Cronin,Lee Cronin,"Lily Sullivan, Alyssa Sutherland, Morgan Davies",Interdit aux moins de 16 ans,U.S.A.,Metropolitan FilmExport,Box Office France,235926,"3,1","2,9",118122
Joker,9 octobre 2019,Drame,2h 02min,Todd Phillips,"Todd Phillips, Scott Silver","Joaquin Phoenix, Robert De Niro, Zazie Beetz",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Warner Bros. France,Box Office France,1576425,"4,1","4,4",1095425
Kurak Günler,26 avril 2023,"Drame, Thriller",2h 08min,Emin Alper,Emin Alper,"Selahattin Paşalı, Ekin Koç, Erol Babaoğlu",,Turquie,Memento Distribution,Box Office France,45633,"3,7","3,9",133500
Un homme idéal,18 mars 2015,Thriller,1h 37min,Yann Gozlan,"Yann Gozlan, Guillaume Lemans","Pierre Niney, Ana Girardot, André Marcon",,France,Mars Films,Box Office France,337525,"3,2","3,8",872504
La Chambre des merveilles,15 mars 2023,Comédie dramatique,1h 38min,Lisa Azuelos,"Fabien Suarez, Juliette Sales","Alexandra Lamy, Muriel Robin, Hugo Questel",,France,SND,Box Office France,298308,"3,5","3,9",214620
A Noiva,28 juin 2023,Drame,1h 21min,Sérgio Tréfaut,Sérgio Tréfaut,"Joana Bernardo, Hugo Bentes, Lola Dueñas",,Portugal,Alfama Films,Box Office France,298,"2,9","2,1",2746
A Beautiful Day in the Neighborhood,,"Biopic, Drame",1h 49min,Marielle Heller,"Micah Fitzerman-Blue, Noah Harpster","Tom Hanks, Matthew Rhys, Susan Kelechi Watson",,U.S.A.,Sony Pictures Releasing France,Box Office US,13251238,"3,3","3,1",67405
Insidious,15 juin 2011,Epouvante-horreur,1h 42min,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Ty Simpkins",Interdit aux moins de 12 ans,U.S.A.,Wild Bunch Distribution,Box Office France,193688,"3,2","3,5",2472418
Sage-Homme,15 mars 2023,Comédie dramatique,1h 40min,Jennifer Devoldere,"Jennifer Devoldere, Cécile Sellam","Karin Viard, Melvin Boomer, Steve Tientcheu",,France,Warner Bros. France,Box Office France,279606,"3,6","4,0",96517
Scream VI,8 mars 2023,Epouvante-horreur,2h 02min,Matt Bettinelli-Olpin,"Tyler Gillett, James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,Box Office France,464821,"2,4","3,1",307849
Goutte d'or,1 mars 2023,Drame,1h 38min,Clément Cogitore,Clément Cogitore,"Karim Leklou, Jawad Outouia, Elyes Dkhissi","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Diaphana Distribution,Box Office France,27639,"3,8","3,2",113381
Everything Everywhere All at Once,31 août 2022,"Action, Comédie, Drame, Science fiction, Arts Martiaux",2h 19min,Daniel Scheinert,"Daniel Kwan, Daniel Scheinert, Daniel Kwan","Michelle Yeoh, Ke Huy Quan, Jamie Lee Curtis",,U.S.A.,Pathé Live,Box Office France,132121,"3,9","3,5",310040
Little Women,1 janvier 2020,"Romance, Drame",2h 15min,Greta Gerwig,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh",,U.S.A.,Sony Pictures Releasing France,Box Office France,242663,"3,7","3,8",683153
Joyland,28 décembre 2022,"Drame, Romance",2h 06min,Saim Sadiq,Saim Sadiq,"Ali Junejo, Alina Khan, Sania Saeed",,Pakistan,Condor Distribution,Box Office France,32996,"3,9","4,1",97167
C.R.A.Z.Y.,3 mai 2006,Drame,2h 07min,Jean-Marc Vallée,"François Boulay, Jean-Marc Vallée","Michel Côté, Marc-André Grondin, Émile Vallée",,Canada,L'Atelier Distribution,Box Office France,91203,"3,8","3,8",310634
Derb,24 mai 2023,Drame,1h 30min,Hadi Mohaghegh,Hadi Mohaghegh,"Hadi Mohaghegh, Mohammad Eghbali",,Iran,Bodega Films,Box Office France,8528,"4,0","3,6",9815
Attention au départ !,18 août 2021,Comédie,1h 33min,Benjamin Euvrard,"Benjamin Euvrard, Charly De Witte","André Dussollier, Jérôme Commandeur, Jonathan Lambert",,France,SND,Box Office France,102498,"3,0","2,3",137289
Mission: Impossible - Ghost Protocol,14 décembre 2011,"Action, Espionnage, Thriller",2h 13min,Brad Bird,"Josh Appelbaum, André Nemec","Tom Cruise, Jeremy Renner, Simon Pegg",,U.S.A.,Paramount Pictures France,Box Office France,827046,"3,9","3,8",3058802
Raiders of the Lost Ark,16 septembre 1981,"Aventure, Action",1h 56min,Steven Spielberg,"Philip Kaufman, Lawrence Kasdan","Harrison Ford, Karen Allen, Paul Freeman",à partir de 10 ans (children's film),U.S.A.,CIC,Box Office US,1673731,"4,6","4,4",963884
La Nuit du 12,13 juillet 2022,"Thriller, Policier",1h 54min,Dominik Moll,"Dominik Moll, Gilles Marchand","Bastien Bouillon, Bouli Lanners, Théo Cholbi",,France,Haut et Court,Box Office France,96667,"4,4","4,1",283299
Un homme heureux,15 février 2023,Comédie,1h 29min,Tristan Séguéla,"Guy Laurent, Isabelle Lazard","Fabrice Luchini, Catherine Frot, Philippe Katerine",,France,Gaumont Distribution,Box Office France,233008,"3,1","2,9",86880
Beau Is Afraid,26 avril 2023,"Comédie, Aventure, Drame",2h 59min,Ari Aster,Ari Aster,"Joaquin Phoenix, Nathan Lane, Amy Ryan",Interdit aux moins de 12 ans,U.S.A.,ARP Sélection,Box Office France,35019,"3,6","3,3",146637
Dune,15 septembre 2021,"Science fiction, Drame",2h 36min,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac",,U.S.A.,Warner Bros. France,Box Office France,1030687,"4,0","4,3",590004
Ouistreham,12 janvier 2022,Drame,1h 47min,Emmanuel Carrère,"Emmanuel Carrère, Hélène Devynck","Juliette Binoche, Hélène Lambert, Léa Carne",,France,Memento Distribution,Box Office France,126975,"3,5","4,0",228201
Apaches,29 mars 2023,"Drame, Historique, Policier",1h 35min,Romain Quirot,Romain Quirot,"Alice Isaaz, Niels Schneider, Rod Paradot","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Belgique,Tandem,Box Office France,33659,"2,8","2,9",117557
Dungeons & Dragons: Honor Among Thieves,12 avril 2023,"Fantastique, Aventure",2h 14min,Jonathan Goldstein (XII),"John Francis Daley, Jonathan Goldstein (XII), John Francis Daley","Chris Pine, Michelle Rodriguez, Regé-Jean Page",,U.S.A.,Paramount Pictures France,Box Office France,420168,"3,3","3,8",98041
La Dernière reine,19 avril 2023,"Historique, Drame",1h 50min,Damien Ounouri,"Adila Bendimerad, Damien Ounouri, Adila Bendimerad","Adila Bendimerad, Dali Benssalah, Mohamed Tahar Zaoui",,Algérie,Jour2fête,Box Office France,21049,"3,8","4,1",123893
La Cage Dorée,24 avril 2013,Comédie,1h 31min,Ruben Alves,"Ruben Alves, Jean-André Yerles","Rita Blanco, Joaquim de Almeida, Roland Giraud",,Portugal,Pathé,Box Office France,288750,"3,5","3,9",934415
Nightmare Alley,19 janvier 2022,"Drame, Thriller",2h 31min,Guillermo del Toro,"Guillermo del Toro, Kim Morgan","Bradley Cooper, Cate Blanchett, Toni Collette","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,The Walt Disney Company France,Box Office France,142309,"3,8","3,8",347143
La La Land,25 janvier 2017,"Comédie musicale, Romance",2h 08min,Damien Chazelle,Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend",,U.S.A.,SND,Box Office France,754534,"4,4","4,2",1639036
The Lost City of Z,15 mars 2017,Aventure,2h 21min,James Gray,James Gray,"Charlie Hunnam, Sienna Miller, Tom Holland",,U.S.A.,StudioCanal,Box Office France,150045,"4,5","3,9",661049
Mascarade,1 novembre 2022,Comédie dramatique,2h 14min,Nicolas Bedos,Nicolas Bedos,"Pierre Niney, Isabelle Adjani, François Cluzet",,France,Pathé,Box Office France,91498,"2,5","3,6",175192
The Unbearable Weight Of Massive Talent,20 avril 2022,"Action, Comédie",1h 48min,Tom Gormican,"Tom Gormican, Kevin Etten","Nicolas Cage, Pedro Pascal, Alessandra Mastronardi",,U.S.A.,Metropolitan FilmExport,Box Office France,57763,"3,1","3,1",161725
See How They Run,14 septembre 2022,"Comédie, Policier",1h 38min,Tom George,Mark Chappell,"Sam Rockwell, Saoirse Ronan, Adrien Brody",,Grande-Bretagne,The Walt Disney Company France,Box Office France,56893,"2,8","2,9",31876
The Fabelmans,22 février 2023,"Biopic, Drame",2h 31min,Steven Spielberg,"Steven Spielberg, Tony Kushner","Gabriel LaBelle, Michelle Williams, Paul Dano",,U.S.A.,Universal Pictures International France,Box Office France,367332,"4,9","4,3",325050
Life of Pi,19 décembre 2012,"Aventure, Drame",2h 05min,Ang Lee,David Magee,"Suraj Sharma, Irrfan Khan, Adil Hussain",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,426112,"3,6","4,1",1482092
Ambulance,23 mars 2022,"Thriller, Action",2h 16min,Michael Bay,Chris Fedak,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza Gonzalez",Interdit aux moins de 12 ans,U.S.A.,Universal Pictures International France,Box Office France,142412,"3,1","2,7",189094
Sauver ou périr,28 novembre 2018,Drame,1h 56min,Frédéric Tellier,"David Oelhoffen, Frédéric Tellier","Pierre Niney, Anaïs Demoustier, Chloé Stefani",,France,Mars Films,Box Office France,338929,"3,3","4,1",906686
Interstellar,5 novembre 2014,"Science fiction, Drame",2h 49min,Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Matthew McConaughey, Anne Hathaway, Michael Caine",,U.S.A.,Warner Bros. France,Box Office France,1071360,"3,8","4,5",2356624
Les Grandes vacances de cowboy et indien,7 juin 2023,"Animation, Famille",0h 52min,Vincent Patar,Stéphane Aubier,,à partir de 6 ans (children's film),Belgique,Cinéma Public Films,Box Office France,3507,"3,8","3,3",55891
The Pope's Exorcist,10 mai 2023,"Epouvante-horreur, Biopic, Fantastique",1h 43min,Julius Avery,"Evan Spiliotopoulos, Michael Petroni","Russell Crowe, Daniel Zovatto, Alex Essoe",Interdit aux moins de 12 ans,U.S.A.,Sony Pictures Releasing France,Box Office France,155555,"2,9","2,8",64027
Zillion,21 juin 2023,"Drame, Biopic",2h 18min,Robin Pront,Robin Pront,"Jonas Vermeulen, Matteo Simoni, Charlotte Timmers",Interdit aux moins de 12 ans,Belgique,CGR EVENTS,Box Office France,278,"2,9","3,6",3391
Suzume no Tojimari,12 avril 2023,"Animation, Aventure, Drame",2h 02min,Makoto Shinkai,Makoto Shinkai,"Lévanah Solomon, Nanoka Hara, Benjamin Jungers",à partir de 10 ans (children's film),Japon,Eurozoom,Box Office France,181032,"3,8","4,2",63363
Tirailleurs,4 janvier 2023,"Drame, Historique, Guerre",1h 40min,Mathieu Vadepied,"Olivier Demangel, Mathieu Vadepied","Omar Sy, Alassane Diong, Jonas Bloquet",,France,Gaumont Distribution,Box Office France,456751,"3,3","2,5",137676
Mon Crime,8 mars 2023,"Comédie dramatique, Policier, Judiciaire, Drame, Comédie",1h 43min,François Ozon,François Ozon,"Nadia Tereszkiewicz, Rebecca Marder, Isabelle Huppert",,France,Gaumont Distribution,Box Office France,427391,"4,0","3,9",162516
Green Book,23 janvier 2019,"Drame, Biopic",2h 10min,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie","Viggo Mortensen, Mahershala Ali, Linda Cardellini",,U.S.A.,Metropolitan FilmExport,Box Office France,288777,"4,0","4,5",1391794
Triangle of Sadness,28 septembre 2022,"Drame, Comédie",2h 29min,Ruben Östlund,Ruben Östlund,"Harris Dickinson, Charlbi Dean Kriek, Woody Harrelson",,Suède,Bac Films,Box Office France,179786,"3,2","3,8",498125
C'est tout pour moi,29 novembre 2017,Comédie dramatique,1h 43min,Nawell Madani,"Ludovic Colbeau-Justin, Nawell Madani, Ali Boughéraba","Nawell Madani, François Berléand, Mimoun Benabderrahmane",,France,UGC Distribution,Box Office France,250306,"3,0","3,6",692756
Nos jours heureux,28 juin 2006,Comédie,1h 43min,Eric Toledano,"Olivier Nakache, Olivier Nakache, Eric Toledano","Jean-Paul Rouve, Marilou Berry, Omar Sy",à partir de 10 ans (children's film),France,SND,Box Office France,252982,"3,4","3,8",695971
Les Choses simples,22 février 2023,Comédie,1h 35min,Eric Besnard,Eric Besnard,"Lambert Wilson, Grégory Gadebois, Marie Gillain",,France,SND,Box Office France,222130,"2,7","3,8",106287
Mon Inconnue,3 avril 2019,"Comédie, Romance",1h 58min,Hugo Gélin,"Hugo Gélin, Igor Gotesman","François Civil, Joséphine Japy, Benjamin Lavernhe",,France,Mars Films,Box Office France,209564,"3,9","4,1",814861
